KÛd;⁄zemn· jednotka;bez ukonËenÈho vzdelania ñ osoby vo veku 0-14 rokov (abs.);z·kladnÈ vzdelanie (abs.);strednÈ odbornÈ (uËÚovskÈ) vzdelanie (bez maturity) (abs.);˙plnÈ strednÈ vzdelanie (s maturitou) (abs.);vyööie odbornÈ vzdelanie (abs.);vysokoökolskÈ vzdelanie (abs.);bez ökolskÈho vzdelania ñ osoby vo veku 15 rokov a viac (abs.);nezistenÈ (abs.)
SK041C527351;Jurkova Voæa;9;15;7;27;7;15;0;4
SK041C527360;Kapiöov·;59;118;84;101;13;71;1;3
SK041C527378;KeËkovce;48;71;64;41;4;13;1;12
SK041C527394;Korejovce;7;14;19;22;3;11;0;0
SK041C527424;Krajn· Bystr·;104;222;66;45;7;18;5;7
SK041C527432;Krajn· Poæana;31;61;52;41;5;12;0;10
SK041C527441;Krajn· Por˙bka;1;7;7;13;2;5;0;0
SK041C527459;KrajnÈ »ierno;4;18;10;29;4;14;0;0
SK041C527483;Kruûlov·;131;275;157;85;9;36;4;8
SK041C527491;Kurimka;58;66;92;108;17;39;2;4
SK041C527505;Ladomirov·;144;330;234;187;29;106;2;13
SK041C527548;Matovce;9;21;23;34;7;21;1;1
SK041C527556;Medvedie;5;8;8;13;1;9;0;0
SK041C527564;Mestisko;39;59;95;165;13;73;1;2
SK041C527599;Miroæa;3;10;15;12;4;11;0;1
SK041C527602;Mlyn·rovce;19;63;53;46;9;22;0;3
SK041C527629;Niûn· Jedæov·;1;22;19;23;3;34;0;2
SK041C527645;Niûn· Pisan·;4;9;35;17;3;14;0;1
SK041C527653;Niûn˝ Kom·rnik;37;61;32;24;4;11;2;7
SK041C527661;Niûn˝ Miroöov;28;61;71;55;11;37;2;5
SK041C527670;Niûn˝ OrlÌk;43;33;53;105;23;55;0;5
SK041C527688;Nov· Polianka;5;14;17;17;3;9;0;1
SK041C527696;Okr˙hle;55;81;150;161;19;81;1;26
SK041C527734;PrÌkra;0;2;4;4;0;2;0;0
SK041C527742;Pstrin·;3;16;13;13;0;10;0;1
SK041C527751;Radoma;38;78;98;130;10;57;1;12
SK041C527769;RakovËÌk;9;17;45;37;6;21;0;1
SK041C527777;RovnÈ (Okres SvidnÌk);47;97;138;128;21;37;0;10
SK041C527785;Roztoky;101;164;81;42;7;29;6;6
SK041C527807;Soboö;8;33;34;44;1;21;0;3
SK041C527831;StroËÌn;78;144;116;113;25;67;4;14
SK041C527858;SvidniËka;8;26;38;40;10;18;0;2
SK041C527874;äarbov;3;3;1;5;0;5;0;0
SK041C527882;äariösk˝ ätiavnik;28;35;48;78;13;51;0;11
SK041C527891;äemetkovce;9;15;25;23;4;13;1;0
SK041C527904;ätefurov;7;26;31;28;7;6;0;0
SK041C527947;Vagrinec;14;11;30;35;6;19;1;0
SK041C527955;Valkovce;12;39;63;53;13;31;0;1
SK041C527963;V·penÌk;4;5;13;7;2;8;0;1
SK041C528030;Vyön· Jedæov·;17;31;38;60;10;29;0;4
SK041C528056;Vyön· Pisan·;5;13;10;21;2;13;1;0
SK041C528064;Vyön˝ Kom·rnik;5;26;17;18;5;7;0;2
SK041C528072;Vyön˝ Miroöov;76;153;159;121;25;57;2;4
SK041C528081;Vyön˝ OrlÌk;43;61;72;115;23;68;0;3
SK041C580601;Dukovce;37;37;66;92;13;30;1;4
SK041D528731;HolËÌkovce;37;61;122;112;20;60;0;7
SK041D528749;Jasenovce;14;41;52;58;15;20;4;9
SK041D528757;Jastrabie nad Topæou;86;126;111;92;20;40;0;12
SK041D528765;Juskova Voæa;18;60;74;81;9;51;1;2
SK041D528773;Kamenn· Poruba (Okres Vranov nad Topæou);432;653;183;136;16;71;17;40
SK041D528781;Kladzany;57;55;103;188;26;97;1;9
SK041D528790;Kom·rany;71;71;93;147;17;102;2;2
SK041D528811;KuËÌn (Okres Vranov nad Topæou);94;236;99;83;4;27;0;13
SK041D528820;Kvakovce;28;64;119;102;17;59;1;22
SK041D528838;Majerovce;42;83;100;131;26;59;0;8
SK041D528846;Mal· Domaöa;135;169;105;138;23;64;2;3
SK041D528854;Matiaöka;38;60;69;64;18;39;1;1
SK041D528862;Medzianky;31;44;69;97;13;40;0;5
SK041D528871;MernÌk;71;104;181;144;29;73;2;10
SK041D528889;Michalok;13;55;102;53;14;31;1;7
SK041D528901;Niûn˝ Hrabovec;184;380;335;372;65;179;4;106
SK041D528919;Niûn˝ Hruöov;129;240;345;465;61;208;6;54
SK041D528927;Niûn˝ KruËov;35;63;84;124;16;58;3;4
SK041D528935;Nov· KelËa;27;62;84;90;14;46;0;7
SK041D528943;OndavskÈ Matiaöovce;115;281;159;155;9;65;3;18
SK041D528960;Pavlovce (Okres Vranov nad Topæou);109;139;213;190;21;100;2;23
SK041D528978;Petkovce;14;29;28;41;8;15;0;0
SK041D528986;Petrovce (Okres Vranov nad Topæou);47;78;133;120;18;51;2;1
SK041D528994;Piskorovce;10;27;37;22;2;18;0;1
SK041D529001;Poöa;182;330;134;170;20;84;0;21
SK041D529028;ProsaËov;42;98;37;15;5;8;1;5
SK041D529036;Radvanovce;22;32;54;66;14;24;0;6
SK041D529044;Rafajovce;15;53;39;38;8;10;1;1
SK041D529052;Remeniny;20;42;73;87;13;34;1;3
SK041D529079;Rudlov;121;144;158;142;23;68;22;9
SK041D529109;Rusk· Voæa;19;40;13;7;4;3;0;0
SK041D529117;Vyön˝ KazimÌr;17;26;49;66;10;17;0;3
SK041D529125;SaËurov;589;741;384;451;67;154;5;87
SK041D529133;SeËovsk· Polianka;308;584;672;659;101;324;4;49
SK041D529141;Sedlisk·;248;345;309;336;56;167;2;14
SK041D529150;SkrabskÈ;116;269;170;142;15;56;1;6
SK041D529168;Slovensk· KajÚa;56;119;158;227;43;94;2;28
SK041D529176;Soæ;446;865;557;418;49;226;12;56
SK041D529184;ätefanovce (Okres Vranov nad Topæou);9;26;27;31;3;5;0;6
SK041D529192;TovarnÈ;101;152;228;305;52;129;13;12
SK041D529206;Tovarnianska Polianka;11;16;32;36;5;9;0;1
SK041D529214;Vavrinec;6;8;19;11;3;3;0;5
SK041D529222;Vechec;616;1125;443;361;62;187;9;34
SK041D529231;VlaËa;18;47;59;58;7;31;1;5
SK041D529257;Vyön˝ éipov;115;244;306;277;40;133;4;23
SK041D529265;Z·mutov;616;1282;614;462;69;194;14;39
SK041D529281;ZlatnÌk;11;12;24;15;3;11;0;0
SK041D529290;éalobÌn;110;310;166;141;23;61;3;5
SK041D544051;Vranov nad Topæou;2240;3161;3667;5722;960;4093;63;1342
SK041D544060;Babie;16;41;68;51;11;35;0;8
SK041D544078;BanskÈ;393;777;296;241;39;117;7;36
SK041D544086;Benkovce;74;118;102;159;26;74;1;3
SK041D544094;BystrÈ;300;577;690;675;113;327;5;58
SK041D544108;Cabov;37;66;115;118;9;36;0;2
SK041D544116;»aklov;448;946;480;491;64;215;14;29
SK041D544124;»iËava;289;584;166;142;12;59;2;34
SK041D544132;»ierne nad Topæou;74;84;190;179;36;145;1;10
SK041D544141;œapalovce;38;100;106;106;20;58;1;4
SK041D544159;Davidov;87;124;221;201;33;104;1;10
SK041D544167;DetrÌk;4;11;17;13;2;5;1;1
SK041D544175;DlhÈ KlËovo;148;249;318;411;39;176;1;30
SK041D544183;œurÔoö;34;84;66;29;11;17;3;12
SK041D544191;Giglovce;13;19;47;37;9;21;0;0
SK041D544205;Girovce;3;11;16;14;1;9;0;1
SK041D544213;Hanuöovce nad Topæou;574;867;735;848;142;468;11;132
SK041D544221;Hermanovce nad Topæou;64;134;163;181;29;106;2;9
SK041D544230;HlinnÈ;327;684;393;284;41;126;9;23
SK041D581674;Hencovce;167;256;260;338;45;201;2;42
SK0421526509;Gelnica;616;950;1208;1650;308;938;10;271
SK0421526541;Helcmanovce;161;323;379;325;52;118;4;52
SK0421526550;Henclov·;8;20;33;24;4;7;0;4
SK0421526631;Z·vadka (Okres Gelnica);116;219;105;81;15;37;3;22
SK0421526649;éakarovce;97;182;202;136;19;33;8;22
SK0421543144;Hriöovce;25;28;78;86;16;46;1;5
SK0421543187;Jaklovce;190;292;462;491;118;207;8;75
SK0421543233;Kluknava;160;222;375;436;69;226;1;39
SK0421543241;Kojöov;79;104;221;181;21;78;3;10
SK0421543322;Margecany;160;214;352;597;95;427;0;31
SK0421543365;MnÌöek nad Hnilcom;378;551;376;272;37;97;12;93
SK0421543373;N·lepkovo;1022;1457;483;377;69;147;6;69
SK0421543497;Prakovce;330;636;760;853;185;340;61;127
SK0421543501;Richnava;1108;1528;214;178;31;58;12;42
SK0421543551;SmolnÌcka Huta;62;131;140;89;16;21;5;21
SK0421543560;SmolnÌk;91;228;237;240;48;87;4;51
SK0421543632;Star· Voda;10;34;66;51;12;14;0;3
SK0421543659;ävedl·r;355;878;388;257;40;79;15;100
SK0421543683;⁄horn·;17;60;29;17;3;4;0;11
SK0421543705;Veæk˝ Folkmar;74;137;210;275;53;111;1;23
SK0422598119;Koöice - mestsk· Ëasù KaveËany;143;234;274;328;69;283;0;15
SK0422598127;Koöice - mestsk· Ëasù çahanovce;240;467;347;501;92;387;10;194
SK0422598151;Koöice - mestsk· Ëasù Sever;1923;1998;1809;4476;987;6622;16;1292
SK0422598186;Koöice - mestsk· Ëasù StarÈ Mesto;1908;1888;1452;4632;992;7466;14;1781
SK0422599875;Koöice - mestsk· Ëasù SÌdlisko çahanovce;2033;2197;2510;5938;1281;5791;25;1088
SK0422599891;Koöice - mestsk· Ëasù Dûungæa;134;216;108;118;28;87;0;59
SK0423598194;Koöice - mestsk· Ëasù LorinËÌk;147;112;89;181;41;307;2;4
SK0423598208;Koöice - mestsk· Ëasù Pereö;228;274;192;475;124;724;4;58
SK0423598216;Koöice - mestsk· Ëasù Myslava;298;288;370;653;132;725;1;78
SK0423598224;Koöice - mestsk· Ëasù Z·pad;3692;4162;4497;10120;2110;10711;45;2401
SK0423599841;Koöice - mestsk· Ëasù äaca;669;1171;1025;1301;270;700;23;563
SK0423599859;Koöice - mestsk· Ëasù Poæov;146;181;207;338;70;222;2;26
SK0423599883;Koöice - mestsk· Ëasù SÌdlisko KVP;2408;1988;2910;6047;1357;6353;34;1144
SK0423599972;Koöice - mestsk· Ëasù LunÌk IX;1541;1889;279;62;12;4;86;3164
SK0424598682;Koöice - mestsk· Ëasù Dargovsk˝ch hrdinov;2651;2772;3594;7033;1494;5709;31;1950
SK0424599018;Koöice - mestsk· Ëasù Koöick· Nov· Ves;338;439;350;639;137;843;5;150
SK0425599093;Koöice - mestsk· Ëasù Barca;378;515;505;1015;217;950;14;98
SK0425599786;Koöice - mestsk· Ëasù äebastovce;80;120;101;197;35;205;0;32
SK0425599794;Koöice - mestsk· Ëasù Kr·sna;857;968;711;1210;271;1384;19;475
SK0425599816;Koöice - mestsk· Ëasù Nad jazerom;2118;2838;3684;6592;1415;4341;46;1652
SK0425599824;Koöice - mestsk· Ëasù Juh;1863;2220;2436;5655;1225;6323;25;1592
SK0425599913;Koöice - mestsk· Ëasù VyönÈ Op·tske;371;317;236;554;113;934;16;92
SK0426518107;Hosùovce (Okres Koöice - okolie);13;43;41;64;19;19;0;3
SK0426518115;SlanËÌk;18;25;50;61;14;26;1;6
SK0426518123;H·j (Okres Koöice - okolie);22;55;61;64;15;24;1;6
SK0426518140;Niûn· Hutka;55;77;158;188;35;93;0;8
SK0426521141;BaËkovÌk;125;235;72;84;7;43;6;7
SK0426521159;Baöka;104;90;76;198;35;204;2;4
SK0426521167;Belûa;50;61;75;131;20;61;1;12
SK0426521175;Beniakovce;103;187;116;169;24;172;2;12
SK0426521183;Bidovce;306;406;270;332;55;221;6;33
SK0426521191;Blaûice;112;179;110;131;40;60;1;18
SK0426521205;Bohdanovce;117;169;218;311;76;209;3;24
SK0426521213;Boliarov;283;431;88;66;17;39;4;52
SK0426521221;BudimÌr;168;133;186;352;56;342;2;49
SK0426521248;Bukovec (Okres Koöice - okolie);93;93;201;234;48;161;3;18
SK0426521256;Bunetice;11;11;26;21;7;12;0;1
SK0426521264;Buzica;142;327;225;302;48;130;2;36
SK0426521272;Cestice;72;131;194;244;49;106;1;34
SK0426521281;»akanovce (Okres Koöice - okolie);130;248;143;92;21;46;0;8
SK0426521299;»aÚa;837;1401;1067;1374;282;650;11;242
SK0426521302;»eËejovce;238;349;425;575;110;312;3;101
SK0426521311;»iûatice;53;57;77;105;33;86;0;3
SK0426521329;DebraÔ;47;91;65;119;15;38;0;34
SK0426521337;Drienovec;456;855;357;359;55;115;15;154
SK0426521345;Druûstevn· pri Horn·de;413;739;527;571;113;304;6;91
SK0426521353;œurÔoöÌk;119;85;91;191;27;147;1;6
SK0426521361;œurkov;388;652;354;272;63;134;5;58
SK0426521370;GeËa;221;296;359;553;92;255;4;42
SK0426521388;GyÚov;77;102;161;171;48;96;0;14
SK0426521396;HaËava;13;92;45;30;8;5;3;7
SK0426521400;Haniska (Okres Koöice - okolie);197;229;327;405;76;224;2;34
SK0426521418;Heræany;40;44;69;76;4;52;0;1
SK0426521426;Hodkovce;55;33;55;96;22;75;0;3
SK0426521442;HraöovÌk;44;48;52;126;14;85;0;14
SK0426521469;H˝æov;50;62;101;172;28;94;1;4
SK0426521477;ChrastnÈ;98;156;100;129;26;106;0;17
SK0426521485;JanÌk;79;115;132;180;30;62;1;15
SK0426521493;Jasov;740;1270;398;394;84;202;12;435
SK0426521507;Kalöa;84;111;164;207;34;101;2;21
SK0426521523;Kecerovce;1071;1903;467;145;29;52;8;119
SK0426521540;Kecerovsk˝ Lipovec;12;23;33;28;7;10;0;0
SK0426521558;Koköov-Baköa;160;184;275;378;60;169;0;25
SK0426521566;Kom·rovce;49;54;85;152;22;33;0;10
SK0426521574;Koöick· Bel·;95;159;244;266;54;151;3;14
SK0426521582;Koöick· Polianka;132;177;204;254;32;188;0;43
SK0426521591;KoöickÈ Oæöany;209;307;229;295;53;180;4;71
SK0426521604;Koöick˝ KleËenov;34;50;82;65;14;41;0;10
SK0426521612;Kr·æovce;140;399;181;204;47;117;17;44
SK0426521639;Kysak;155;156;239;500;83;280;1;55
SK0426521655;Mal· Ida;201;200;221;427;65;550;1;36
SK0426521663;Mal· Lodina;18;25;52;81;15;33;0;4
SK0426521671;Medzev;696;1061;751;814;198;357;14;216
SK0426521680;Mokrance;133;191;268;440;111;200;2;22
SK0426521698;Moldava nad Bodvou;1578;2493;1578;2690;488;1135;41;302
SK0426521701;Mudrovce;2;8;14;21;7;10;0;3
SK0426521728;Niûn· Kamenica;67;77;122;182;53;100;0;23
SK0426521736;Niûn· Myöæa;249;386;220;355;58;220;4;76
SK0426521744;Niûn˝ »aj;22;58;55;78;13;46;3;11
SK0426521752;Niûn˝ Kl·tov;100;122;146;227;58;187;2;36
SK0426521761;Niûn˝ L·nec;85;181;63;68;12;29;1;8
SK0426521779;Turnianska Nov· Ves;26;45;74;108;18;27;3;7
SK0426521787;Nov·Ëany;94;155;120;189;42;114;0;35
SK0426521795;Nov· Polhora;71;83;126;124;28;66;0;6
SK0426521809;Nov˝ Salaö;34;28;47;70;10;28;1;3
SK0426521817;Obiöovce;62;88;75;133;32;79;0;2
SK0426521825;Olöovany;104;148;133;152;34;94;6;5
SK0426521833;Op·tka;12;12;21;30;3;21;0;4
SK0426521841;Opin·;21;56;49;34;7;24;1;4
SK0426521850;PaÚovce;53;85;116;180;42;107;1;5
SK0426521868;Peder;41;85;70;114;26;46;0;7
SK0426521876;PerÌn-Chym;160;293;302;432;94;188;6;57
SK0426521884;PloskÈ (Okres Koöice - okolie);126;162;230;221;47;129;1;36
SK0426521892;PoproË (Okres Koöice - okolie);282;379;541;801;170;429;1;78
SK0426521906;R·koö (Okres Koöice - okolie);33;72;83;98;19;41;0;13
SK0426521914;Rankovce;273;432;150;51;10;19;2;17
SK0426521922;Reöica;27;51;69;114;26;36;1;11
SK0426521931;Rozhanovce;321;410;389;655;130;596;1;89
SK0426521949;RudnÌk (Okres Koöice - okolie);55;84;124;185;40;95;0;25
SK0426521957;Ruskov;199;204;320;461;85;256;3;44
SK0426521965;Sady nad Torysou;263;329;346;460;86;336;7;137
SK0426521973;SeÚa;296;488;464;507;100;238;3;74
SK0426521981;Sk·roö;139;244;246;253;49;155;2;20
SK0426522007;Slanec;200;302;351;350;70;162;8;46
SK0426522015;Slansk· Huta;33;34;67;62;12;24;1;6
SK0426522023;SlanskÈ NovÈ Mesto;44;65;124;134;34;53;2;8
SK0426522031;Sokoæ;153;284;218;285;47;230;8;25
SK0426522040;Svinica;139;240;185;216;43;111;10;45
SK0426522066;äemöa;66;151;165;185;46;151;59;23
SK0426522074;ätÛs;110;216;166;138;33;46;0;28
SK0426522082;Trebejov;15;28;27;65;11;58;0;2
SK0426522091;Trsùany;32;38;54;94;10;72;0;2
SK0426522104;TrstenÈ pri Horn·de;174;239;352;406;68;172;1;59
SK0426522121;Vajkovce;143;164;150;177;32;226;1;48
SK0426522139;Valaliky;620;899;892;1065;192;604;9;194
SK0426522147;Veæk· Ida;997;1426;544;464;107;119;19;235
SK0426522155;Veæk· Lodina;53;73;86;57;10;19;4;16
SK0426522163;Vt·Ëkovce;295;659;149;64;9;8;9;50
SK0426522171;Vyön· Hutka;53;83;123;134;27;72;2;14
SK0426522180;Vyön· Kamenica;46;58;64;78;12;71;1;1
SK0426522198;Vyön· Myöæa;107;159;208;274;54;142;4;9
SK0426522201;Vyön˝ »aj;47;62;80;85;18;35;1;1
SK0426522210;Vyön˝ Kl·tov;35;68;114;139;22;84;1;7
SK0426522244;Zlat· Idka;37;57;73;121;20;73;0;11
SK0426522252;éarnov;54;107;85;119;19;18;2;29
SK0426522261;édaÚa;186;250;287;348;56;189;3;64
SK0426559687;Kechnec;153;247;232;280;60;139;1;25
SK0426559784;TurÚa nad Bodvou;576;1091;592;665;142;222;26;386
SK0426559831;BoËiar;42;44;55;65;13;27;0;3
SK0426559865;Sokoæany;264;408;214;259;45;115;4;52
SK0426559873;DvornÌky-VËel·re;74;82;108;137;36;52;0;23
SK0426559881;Z·diel;11;34;40;47;10;10;0;3
SK0426580252;Milhosù;41;121;98;74;18;25;2;13
SK0426582093;Vyön˝ Medzev;64;112;112;130;30;52;3;19
SK0426582514;Kostoæany nad Horn·dom;126;193;273;369;52;195;0;39
SK0426599310;Chorv·ty;7;33;30;15;5;9;0;4
SK0427513857;Budince;45;58;46;49;8;10;2;8
SK0427522279;Michalovce;3567;4667;5766;10607;1692;7831;96;2478
SK0427522287;Bajany;48;109;97;121;17;60;1;10
SK0427522295;B·novce nad Ondavou;73;95;162;208;25;108;6;20
SK0427522368;Bracovce;130;216;241;210;32;65;9;28
SK0427522376;Budkovce;153;296;361;432;58;156;7;35
SK0427522392;»eËehov;56;63;75;94;19;60;6;12
SK0427522406;D˙bravka;70;102;125;232;26;105;1;13
SK0427522414;Falkuöovce;69;173;169;141;14;51;3;42
SK0427522431;Hatalov;79;151;156;203;26;96;0;20
SK0427522449;HaûÌn;45;66;87;136;21;105;6;16
SK0427522465;HnojnÈ;22;66;51;63;6;15;2;7
SK0427522481;Horovce (Okres Michalovce);143;208;186;190;32;74;9;30
SK0427522511;IÚaËovce;178;338;81;115;22;46;2;43
SK0427522546;Jastrabie pri Michalovciach;32;65;55;86;14;38;1;6
SK0427522562;Jovsa;79;108;197;243;36;111;2;62
SK0427522571;KaËanov;129;182;76;74;5;20;9;11
SK0427522589;Kaluûa;42;43;71;141;13;119;0;13
SK0427522597;KlokoËov (Okres Michalovce);25;54;74;147;24;74;0;11
SK0427522635;ZemplÌnske KopËany;127;262;54;17;1;7;4;14
SK0427522651;Kr·snovce;59;79;120;215;31;128;0;8
SK0427522686;KusÌn;32;37;63;116;29;53;1;14
SK0427522694;LastomÌr;167;229;235;341;53;196;7;20
SK0427522708;Laökovce;183;320;94;85;13;25;5;20
SK0427522724;LesnÈ;65;67;90;142;26;40;1;20
SK0427522732;LoûÌn;89;196;184;216;32;81;3;28
SK0427522741;L˙Ëky (Okres Michalovce);80;143;116;146;34;65;2;17
SK0427522759;MalËice;234;644;254;179;25;49;17;80
SK0427522767;MalÈ Raökovce;12;38;60;73;6;28;1;4
SK0427522783;Markovce;228;498;155;84;15;31;3;44
SK0427522791;Moravany;99;201;228;288;41;151;2;21
SK0427522805;Nacina Ves;207;593;299;437;42;147;11;72
SK0427522848;OreskÈ (Okres Michalovce);51;64;140;143;18;66;1;9
SK0427522864;PalÌn;82;218;157;219;28;116;1;44
SK0427522872;Pavlovce nad Uhom;768;2281;566;413;53;153;70;316
SK0427522881;Petrikovce;19;50;42;45;6;20;0;9
SK0427522902;Petrovce nad Laborcom;176;273;215;252;30;94;6;19
SK0427522945;Poruba pod Vihorlatom;45;78;153;206;30;73;0;21
SK0427522961;Pozdiöovce;141;277;244;383;63;176;3;47
SK0427522988;PustÈ »emernÈ;40;43;77;113;25;57;0;11
SK0427522996;Rakovec nad Ondavou;82;203;251;280;42;110;33;14
SK0427523054;SennÈ (Okres Michalovce);82;244;146;140;21;47;10;47
SK0427523062;Slavkovce;133;269;129;90;17;38;2;27
SK0427523071;Sliepkovce;85;300;142;138;17;55;7;16
SK0427523097;StarÈ;79;100;139;267;47;114;1;8
SK0427523101;Str·ûske;392;690;835;1262;212;569;79;238
SK0427523119;Stretava;92;201;139;159;19;51;7;31
SK0427523127;Stretavka;6;16;42;47;11;27;1;6
SK0427523135;SuchÈ;33;53;88;145;19;62;1;6
SK0427523151;äamudovce;117;231;77;98;12;68;3;14
SK0427523186;Trhoviöte;442;844;241;300;52;125;5;81
SK0427523194;Trnava pri Laborci;59;89;99;152;34;131;2;20
SK0427523208;Tuöice;65;122;179;201;22;66;0;13
SK0427523216;Tuöick· Nov· Ves;44;68;140;164;25;74;1;8
SK0427523241;Zaluûice;110;138;191;414;53;235;3;42
SK0427523259;VinnÈ;210;247;282;551;110;458;7;100
SK0427523275;Voæa;31;38;70;67;19;25;1;10
SK0427523283;Vrbnica;316;631;105;72;15;22;7;26
SK0427523291;Vysok· nad Uhom;85;127;199;246;38;56;1;34
SK0427523348;Z·vadka (Okres Michalovce);64;89;112;115;14;39;2;21
SK0427523356;Zbudza;55;84;143;158;21;62;2;10
SK0427523364;ZemplÌnska äirok·;90;238;187;251;25;135;2;54
SK0427523372;ébince;160;428;156;165;15;62;0;36
SK0427528137;Beöa (Okres Michalovce);47;84;78;97;27;26;4;15
SK0427528277;»iËarovce;112;210;183;246;34;79;16;22
SK0427528307;»ierne Pole;29;40;63;125;13;60;1;5
SK0427528331;DrahÚov;337;734;239;114;21;39;9;85
SK0427528391;Iûkovce;3;21;28;16;9;9;0;5
SK0427528404;Kapuöianske KæaËany;197;236;132;223;43;54;8;44
SK0427528463;Kriöovsk· Lieskov·;177;288;156;182;26;53;9;33
SK0427528579;MaùovskÈ Vojkovce;82;158;177;142;31;31;2;82
SK0427528633;OborÌn;70;188;137;152;31;56;2;56
SK0427528692;Ptruköa;29;86;95;144;33;67;1;6
SK0427528714;Rusk·;92;150;102;164;19;65;1;16
SK0427543853;VeækÈ Kapuöany;834;1377;1575;2389;436;1061;59;1068
SK0427543870;VeækÈ Raökovce;9;39;75;104;17;35;0;8
SK0427543888;VeækÈ Slemence;82;156;120;118;30;46;6;30
SK0427543942;Vojany;156;294;175;149;23;47;3;73
SK0428514578;Bretka;58;154;84;70;13;5;3;9
SK0428514748;Gemersk· Panica;53;123;190;137;32;28;5;23
SK0428525529;RoûÚava;1850;2680;2949;4732;1044;3171;70;1073
SK0428525537;Ardovo;17;33;41;48;8;9;1;1
SK0428525545;Betliar;79;122;191;284;45;181;2;19
SK0428525553;Boh˙Úovo;32;52;63;79;15;30;1;10
SK0428525561;BÙrka;197;270;70;39;8;4;3;25
SK0428525570;Brd·rka;9;25;11;9;2;6;0;1
SK0428525596;»ierna Lehota (Okres RoûÚava);76;146;181;140;13;44;1;7
SK0428525600;»oltovo;48;197;126;75;15;8;2;6
SK0428525618;Dedinky;12;19;60;91;8;47;0;0
SK0428525626;Dlh· Ves;33;86;135;176;35;47;0;10
SK0428525634;Doböin·;973;1449;864;857;184;424;22;329
SK0428525642;Drnava;130;187;152;157;29;40;2;13
SK0428525651;Gemersk· HÙrka;132;466;274;284;44;64;9;15
SK0428525669;Gemersk· Poloma;226;409;415;479;78;285;3;50
SK0428525693;GoËaltovo;35;59;58;47;9;17;0;3
SK0428525707;GoËovo;22;33;58;115;17;65;1;5
SK0428525715;Hankov·;23;30;9;10;2;7;0;2
SK0428525723;Henckovce;54;117;79;81;12;34;9;11
SK0428525731;Honce;19;46;75;111;21;53;2;9
SK0428525740;Hrhov;81;211;273;280;64;97;0;14
SK0428525758;Hruöov (Okres RoûÚava);39;99;95;65;9;21;1;6
SK0428525782;Jablonov nad TurÚou;59;112;165;254;40;110;3;9
SK0428525821;KeËovo;30;54;75;102;20;33;0;10
SK0428525839;Kobeliarovo;124;157;76;81;14;28;10;3
SK0428525847;Koceæovce;31;83;43;43;10;15;0;6
SK0428525855;Kov·Ëov· (Okres RoûÚava);2;5;17;21;4;4;1;3
SK0428525863;Kr·snohorsk· Dlh· L˙ka;75;112;173;205;54;73;0;8
SK0428525871;Kr·snohorskÈ Podhradie;476;982;501;448;86;200;8;92
SK0428525898;Kunova Teplica;102;234;171;106;22;23;4;68
SK0428525910;LipovnÌk (Okres RoûÚava);56;89;120;149;48;68;0;7
SK0428525936;L˙Ëka (Okres RoûÚava);7;40;52;44;10;18;2;7
SK0428525952;Markuöka;17;63;31;31;0;7;0;1
SK0428525961;Meliata;9;40;73;39;6;10;0;6
SK0428526045;Niûn· Slan·;176;364;311;211;41;62;4;35
SK0428526053;Ochtin·;62;191;151;77;25;15;5;28
SK0428526061;PaËa;37;78;135;165;44;72;0;13
SK0428526070;Paökov·;67;160;51;29;9;15;0;8
SK0428526088;Petrovo;16;39;28;14;0;5;1;2
SK0428526096;Pleöivec;219;503;481;544;134;201;8;135
SK0428526126;Rakovnica;51;92;159;168;34;84;1;9
SK0428526134;Rejdov·;137;280;97;124;14;76;1;11
SK0428526177;Rochovce;41;100;83;62;7;25;0;6
SK0428526185;Roöt·r;155;217;99;77;8;25;33;20
SK0428526193;Rozloûn·;42;77;51;23;7;6;0;11
SK0428526207;RoûÚavskÈ BystrÈ;49;129;115;180;26;88;1;9
SK0428526215;Rudn·;64;95;212;205;49;72;2;5
SK0428526223;Silica;54;142;154;123;18;32;1;18
SK0428526231;Silick· Brezov·;6;28;45;44;7;11;0;1
SK0428526240;Silick· Jablonica;16;21;40;62;15;27;1;0
SK0428526266;Slavec;54;120;109;106;25;29;1;29
SK0428526274;Slavoöka;34;46;31;13;1;7;0;0
SK0428526282;Slavoöovce;263;494;400;323;52;101;17;147
SK0428526291;Straten·;8;12;15;58;3;18;1;5
SK0428526312;ätÌtnik;129;390;356;319;73;165;2;44
SK0428526339;Vlachovo;53;79;166;261;48;165;0;13
SK0428526347;Vyön· Slan·;25;79;92;138;24;77;0;10
SK0428560022;BrzotÌn;166;446;301;238;37;77;14;57
SK0428560031;»uËma;40;98;159;171;20;62;1;25
SK0428560049;Jovice;111;208;148;159;33;67;7;18
SK0428560065;Kruûn·;39;66;166;152;24;18;1;3
SK0429522309;Baökovce (Okres Sobrance);15;23;45;70;13;58;0;8
SK0429522317;BeÚatina;12;47;68;32;8;13;2;7
SK0429522325;Beûovce;110;267;205;228;30;122;1;7
SK0429522333;Blatn· Polianka;20;38;37;47;5;13;1;5
SK0429522341;BlatnÈ Remety;96;305;104;47;12;23;6;56
SK0429522350;BlatnÈ Reviötia;17;30;51;70;9;36;0;7
SK0429522384;Bunkovce;44;116;76;80;11;28;0;37
SK0429522422;Fekiöovce;33;64;57;88;11;33;1;3
SK0429522457;Hliviötia;39;43;101;103;19;58;4;6
SK0429522473;HorÚa;27;48;95;103;11;48;0;6
